pmid,Title,node-A,normalized_node_A,edge,normalized_edge,node-B,normalized_node_B,Context,normalized_Context
37030526.0,Donor graft METTL3 gene transfer ameliorates rat liver transplantation ischemia-reperfusion injury by enhancing HO-1 expression in an m6A-dependent manner.,m6A,m6A,regulate,AFFECTS,HO-1,HMOX1,Rat Liver Transplantation,Rat Liver Transplantation
,,,,,,,,,
37036576.0,RUNX1-IT1 favors breast cancer carcinogenesis through regulation of IGF2BP1/GPX4 axis.,RUNX1-IT1,RUNX1-IT1,regulate,AFFECTS,IGF2BP1/GPX4 axis,IGF2BP1/GPX4 axis,Breast Cancer,BRCA(Breast Invasive Carcinoma)
37036576.0,RUNX1-IT1 favors breast cancer carcinogenesis through regulation of IGF2BP1/GPX4 axis.,IGF2BP1/GPX4 axis,IGF2BP1/GPX4 axis,promote,STIMULATES,carcinogenesis,Carcinogenesis,Breast Cancer,BRCA(Breast Invasive Carcinoma)
,,,,,,,,,
37037089.0,LncRNA DGUOK-AS1 facilitates non-small cell lung cancer growth and metastasis through increasing TRPM7 stability via m6A modification.,DGUOK-AS1,DGUOK-AS1,facilitate,AUGMENTS,Cancer Growth,Cancer Growth,Non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37037089.0,LncRNA DGUOK-AS1 facilitates non-small cell lung cancer growth and metastasis through increasing TRPM7 stability via m6A modification.,DGUOK-AS1,DGUOK-AS1,facilitate,AUGMENTS,Metastasis,Neoplasm Metastasis,Non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37037089.0,LncRNA DGUOK-AS1 facilitates non-small cell lung cancer growth and metastasis through increasing TRPM7 stability via m6A modification.,DGUOK-AS1,DGUOK-AS1,increase stability,increase stability,TRPM7,TRPM7,Non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
,,,,,,,,,
37037853.0,Vascular mimicry induced by m6A mediated IGFL2-AS1/AR axis contributes to pazopanib resistance in clear cell renal cell carcinoma.,m6A,m6A,mediate,AFFECTS,IGFL2-AS1/AR axis,IGFL2-AS1/AR axis,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
37037853.0,Vascular mimicry induced by m6A mediated IGFL2-AS1/AR axis contributes to pazopanib resistance in clear cell renal cell carcinoma.,IGFL2-AS1/AR axis,IGFL2-AS1/AR axis,induce,CAUSES,Vascular Mimicry,Vascular Mimicry,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
37037853.0,Vascular mimicry induced by m6A mediated IGFL2-AS1/AR axis contributes to pazopanib resistance in clear cell renal cell carcinoma.,Vascular Mimicry,Vascular Mimicry,contribute,AFFECTS,Pazopanib Resistance,Pazopanib Resistance,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
,,,,,,,,,
37039556.0,NR3C1/Glucocorticoid receptor activation promotes pancreatic beta-cell autophagy overload in response to glucolipotoxicity.,NR3C1/Glucocorticoid receptor,NR3C1/Glucocorticoid receptor,activate,STIMULATES,Activation,activation,Pancreatic Beta-Cell,Insulin-Secreting Cells
37039556.0,NR3C1/Glucocorticoid receptor activation promotes pancreatic beta-cell autophagy overload in response to glucolipotoxicity.,Activation,activation,promote,STIMULATES,Autophagy Overload,Autophagy Overload,Pancreatic Beta-Cell,Insulin-Secreting Cells
37039556.0,NR3C1/Glucocorticoid receptor activation promotes pancreatic beta-cell autophagy overload in response to glucolipotoxicity.,Glucolipotoxicity,Glucolipotoxicity,induce,CAUSES,Activation,activation,Pancreatic Beta-Cell,Insulin-Secreting Cells
37039556.0,NR3C1/Glucocorticoid receptor activation promotes pancreatic beta-cell autophagy overload in response to glucolipotoxicity.,Glucolipotoxicity,Glucolipotoxicity,induce,CAUSES,Autophagy Overload,Autophagy Overload,Pancreatic Beta-Cell,Insulin-Secreting Cells
,,,,,,,,,
37041485.0,METTL3 enhances dentinogenesis differentiation of dental pulp stem cells via increasing GDF6 and STC1 mRNA stability.,METTL3,METTL3,enhance,AUGMENTS,Dentinogenesis Differentiation,Dentinogenesis Differentiation,Dental Pulp Stem Cells,Dental Pulp Stem Cells
37041485.0,METTL3 enhances dentinogenesis differentiation of dental pulp stem cells via increasing GDF6 and STC1 mRNA stability.,METTL3,METTL3,increase stability,increase stability,GDF6,GDF6,Dental Pulp Stem Cells,Dental Pulp Stem Cells
37041485.0,METTL3 enhances dentinogenesis differentiation of dental pulp stem cells via increasing GDF6 and STC1 mRNA stability.,METTL3,METTL3,increase stability,increase stability,STC1,STC1,Dental Pulp Stem Cells,Dental Pulp Stem Cells
37041485.0,METTL3 enhances dentinogenesis differentiation of dental pulp stem cells via increasing GDF6 and STC1 mRNA stability.,GDF6,GDF6,regulate,AFFECTS,Dentinogenesis Differentiation,Dentinogenesis Differentiation,Dental Pulp Stem Cells,Dental Pulp Stem Cells
37041485.0,METTL3 enhances dentinogenesis differentiation of dental pulp stem cells via increasing GDF6 and STC1 mRNA stability.,STC1,STC1,regulate,AFFECTS,Dentinogenesis Differentiation,Dentinogenesis Differentiation,Dental Pulp Stem Cells,Dental Pulp Stem Cells
,,,,,,,,,
37048078.0,Targeted Demethylation of the TGFbeta1 mRNA Promotes Myoblast Proliferation via Activating the SMAD2 Signaling Pathway.,dummy,dummy,demethylate,CONVERTS_TO,TGFbeta1 mRNA,TGFbeta1,Null,Null
37048078.0,Targeted Demethylation of the TGFbeta1 mRNA Promotes Myoblast Proliferation via Activating the SMAD2 Signaling Pathway.,TGFbeta1 mRNA,TGFbeta1,activate,STIMULATES,SMAD2,SMAD2,Null,Null
37048078.0,Targeted Demethylation of the TGFbeta1 mRNA Promotes Myoblast Proliferation via Activating the SMAD2 Signaling Pathway.,SMAD2,SMAD2,is in,LOCATES,Signaling Pathway,signal transduction,Null,Null
37048078.0,Targeted Demethylation of the TGFbeta1 mRNA Promotes Myoblast Proliferation via Activating the SMAD2 Signaling Pathway.,Signaling Pathway,signal transduction,promote,STIMULATES,Myoblast Proliferation,myoblast proliferation,Null,Null
,,,,,,,,,
37050878.0,FLK Is an mRNA m6A Reader that Regulates Floral Transition by Modulating the Stability and Splicing of FLC in Arabidopsis.,FLK,FLK,bind,INTERACTS_WITH,m6A,m6A,Arabidopsis,Arabidopsis
37050878.0,FLK Is an mRNA m6A Reader that Regulates Floral Transition by Modulating the Stability and Splicing of FLC in Arabidopsis.,FLK,FLK,regulate,AFFECTS,Floral Transition,floral transition,Arabidopsis,Arabidopsis
37050878.0,FLK Is an mRNA m6A Reader that Regulates Floral Transition by Modulating the Stability and Splicing of FLC in Arabidopsis.,FLK,FLK,modulate,AFFECTS,FLC,Fibrolamellar Carcinoma,Arabidopsis,Arabidopsis
37050878.0,FLK Is an mRNA m6A Reader that Regulates Floral Transition by Modulating the Stability and Splicing of FLC in Arabidopsis.,FLC,Fibrolamellar Carcinoma,regulate,AFFECTS,Floral Transition,floral transition,Arabidopsis,Arabidopsis
,,,,,,,,,
37053288.0,N6-methyladenosine reader protein YTHDC1 regulates influenza A virus NS segment splicing and replication.,YTHDC1,YTHDC1,regulate,AFFECTS,NS segment,NS segment,Influenza A virus,Influenza A virus
37053288.0,N6-methyladenosine reader protein YTHDC1 regulates influenza A virus NS segment splicing and replication.,YTHDC1,YTHDC1,regulate,AFFECTS,splicing,splicing,Influenza A virus,Influenza A virus
37053288.0,N6-methyladenosine reader protein YTHDC1 regulates influenza A virus NS segment splicing and replication.,YTHDC1,YTHDC1,regulate,AFFECTS,replication,replication,Influenza A virus,Influenza A virus
,,,,,,,,,
37054644.0,Cobalt induces neurodegeneration through FTO-triggered autophagy impairment by targeting TSC1 in an m6A-YTHDF2-dependent manner.,Cobalt,Cobalt,induce,CAUSES,FTO,FTO,Neurons,Neurons
37054644.0,Cobalt induces neurodegeneration through FTO-triggered autophagy impairment by targeting TSC1 in an m6A-YTHDF2-dependent manner.,FTO,FTO,trigger,CAUSES,Autophagy Impairment,Autophagy Impairment,Neurons,Neurons
37054644.0,Cobalt induces neurodegeneration through FTO-triggered autophagy impairment by targeting TSC1 in an m6A-YTHDF2-dependent manner.,FTO,FTO,target,INTERACTS_WITH,TSC1,TSC1,Neurons,Neurons
37054644.0,Cobalt induces neurodegeneration through FTO-triggered autophagy impairment by targeting TSC1 in an m6A-YTHDF2-dependent manner.,YTHDF2,YTHDF2,bind,INTERACTS_WITH,m6A,m6A,Neurons,Neurons
37054644.0,Cobalt induces neurodegeneration through FTO-triggered autophagy impairment by targeting TSC1 in an m6A-YTHDF2-dependent manner.,TSC1,TSC1,regulate,AFFECTS,Autophagy Impairment,Autophagy Impairment,Neurons,Neurons
,,,,,,,,,
37056835.0,Depletion of the m6A demethylases FTO and ALKBH5 impairs growth and metastatic capacity through EMT phenotype change in clear cell renal cell carcinoma.,dummy,dummy,induce depletion of,induce depletion of,FTO,FTO,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
37056835.0,Depletion of the m6A demethylases FTO and ALKBH5 impairs growth and metastatic capacity through EMT phenotype change in clear cell renal cell carcinoma.,dummy,dummy,induce depletion of,induce depletion of,ALKBH5,ALKBH5,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
37056835.0,Depletion of the m6A demethylases FTO and ALKBH5 impairs growth and metastatic capacity through EMT phenotype change in clear cell renal cell carcinoma.,FTO,FTO,impair,INHIBITS,growth and metastatic capacity,growth and metastatic capacity,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
37056835.0,Depletion of the m6A demethylases FTO and ALKBH5 impairs growth and metastatic capacity through EMT phenotype change in clear cell renal cell carcinoma.,ALKBH5,ALKBH5,impair,INHIBITS,growth and metastatic capacity,growth and metastatic capacity,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
37056835.0,Depletion of the m6A demethylases FTO and ALKBH5 impairs growth and metastatic capacity through EMT phenotype change in clear cell renal cell carcinoma.,growth and metastatic capacity,growth and metastatic capacity,through,through,EMT phenotype change,EMT phenotype change,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
,,,,,,,,,
37056926.0,M6A-modified circRBM33 promotes prostate cancer progression via PDHA1-mediated mitochondrial respiration regulation and presents a potential target for ARSI therapy.,m6A,m6A,modify,AFFECTS,circRBM33,circRBM33,Prostate Cancer,PRAD(Prostate Adenocarcinoma)
37056926.0,M6A-modified circRBM33 promotes prostate cancer progression via PDHA1-mediated mitochondrial respiration regulation and presents a potential target for ARSI therapy.,circRBM33,circRBM33,promote,STIMULATES,Prostate Cancer Progression,Prostate Cancer Progression,Prostate Cancer,PRAD(Prostate Adenocarcinoma)
37056926.0,M6A-modified circRBM33 promotes prostate cancer progression via PDHA1-mediated mitochondrial respiration regulation and presents a potential target for ARSI therapy.,circRBM33,circRBM33,regulate,AFFECTS,PDHA1,PDHA1,Prostate Cancer,PRAD(Prostate Adenocarcinoma)
37056926.0,M6A-modified circRBM33 promotes prostate cancer progression via PDHA1-mediated mitochondrial respiration regulation and presents a potential target for ARSI therapy.,PDHA1,PDHA1,regulate,AFFECTS,Mitochondrial Respiration Regulation,Mitochondrial Respiration Regulation,Prostate Cancer,PRAD(Prostate Adenocarcinoma)
37056926.0,M6A-modified circRBM33 promotes prostate cancer progression via PDHA1-mediated mitochondrial respiration regulation and presents a potential target for ARSI therapy.,circRBM33,circRBM33,target,INTERACTS_WITH,ARSI therapy,ARSI therapy,Prostate Cancer,PRAD(Prostate Adenocarcinoma)
37056926.0,M6A-modified circRBM33 promotes prostate cancer progression via PDHA1-mediated mitochondrial respiration regulation and presents a potential target for ARSI therapy.,Mitochondrial Respiration Regulation,Mitochondrial Respiration Regulation,regulate,AFFECTS,Prostate Cancer Progression,Prostate Cancer Progression,Prostate Cancer,PRAD(Prostate Adenocarcinoma)
,,,,,,,,,
37056932.0,IGF2BP3 Regulates TMA7-mediated Autophagy and Cisplatin Resistance in Laryngeal Cancer via m6A RNA Methylation.,IGF2BP3,IGF2BP3,regulate,AFFECTS,TMA7,TMA7,Laryngeal Cancer,HNSC(Head and Neck Squamous Cell Carcinoma)
37056932.0,IGF2BP3 Regulates TMA7-mediated Autophagy and Cisplatin Resistance in Laryngeal Cancer via m6A RNA Methylation.,IGF2BP3,IGF2BP3,regulate,AFFECTS,m6A RNA Methylation,m6A,Laryngeal Cancer,HNSC(Head and Neck Squamous Cell Carcinoma)
37056932.0,IGF2BP3 Regulates TMA7-mediated Autophagy and Cisplatin Resistance in Laryngeal Cancer via m6A RNA Methylation.,m6A RNA Methylation,m6A,regulate,AFFECTS,TMA7,TMA7,Laryngeal Cancer,HNSC(Head and Neck Squamous Cell Carcinoma)
37056932.0,IGF2BP3 Regulates TMA7-mediated Autophagy and Cisplatin Resistance in Laryngeal Cancer via m6A RNA Methylation.,TMA7,TMA7,mediate,AFFECTS,Autophagy,autophagy,Laryngeal Cancer,HNSC(Head and Neck Squamous Cell Carcinoma)
37056932.0,IGF2BP3 Regulates TMA7-mediated Autophagy and Cisplatin Resistance in Laryngeal Cancer via m6A RNA Methylation.,TMA7,TMA7,mediate,AFFECTS,Cisplatin Resistance,Cisplatin Resistance,Laryngeal Cancer,HNSC(Head and Neck Squamous Cell Carcinoma)
37056932.0,IGF2BP3 Regulates TMA7-mediated Autophagy and Cisplatin Resistance in Laryngeal Cancer via m6A RNA Methylation.,Autophagy,autophagy,regulate,AFFECTS,Cisplatin Resistance,Cisplatin Resistance,Laryngeal Cancer,HNSC(Head and Neck Squamous Cell Carcinoma)
,,,,,,,,,
37056933.0,Cancer-associated fibroblasts promote migration and invasion of non-small cell lung cancer cells via METTL3-mediated RAC3 m6A modification.,Cancer-associated fibroblasts,Cancer-Associated Fibroblasts,promote,STIMULATES,migration,migration,Non-small cell lung cancer cells,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37056933.0,Cancer-associated fibroblasts promote migration and invasion of non-small cell lung cancer cells via METTL3-mediated RAC3 m6A modification.,Cancer-associated fibroblasts,Cancer-Associated Fibroblasts,promote,STIMULATES,invasion,Neoplasm Invasiveness,Non-small cell lung cancer cells,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37056933.0,Cancer-associated fibroblasts promote migration and invasion of non-small cell lung cancer cells via METTL3-mediated RAC3 m6A modification.,METTL3,METTL3,mediate,AFFECTS,RAC3,RAC3,Non-small cell lung cancer cells,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37056933.0,Cancer-associated fibroblasts promote migration and invasion of non-small cell lung cancer cells via METTL3-mediated RAC3 m6A modification.,RAC3,RAC3,is on,LOCATES,m6A,m6A,Non-small cell lung cancer cells,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37056933.0,Cancer-associated fibroblasts promote migration and invasion of non-small cell lung cancer cells via METTL3-mediated RAC3 m6A modification.,m6A,m6A,regulate,AFFECTS,migration,migration,Non-small cell lung cancer cells,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37056933.0,Cancer-associated fibroblasts promote migration and invasion of non-small cell lung cancer cells via METTL3-mediated RAC3 m6A modification.,m6A,m6A,regulate,AFFECTS,invasion,Neoplasm Invasiveness,Non-small cell lung cancer cells,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
,,,,,,,,,
37060505.0,IGF2BP2 promotes lncRNA DANCR stability mediated glycolysis and affects the progression of FLT3-ITD + acute myeloid leukemia.,IGF2BP2,IGF2BP2,promote,STIMULATES,lncRNA DANCR,DANCR,FLT3-ITD + acute myeloid leukemia,LAML(Acute Myeloid Leukemia)
37060505.0,IGF2BP2 promotes lncRNA DANCR stability mediated glycolysis and affects the progression of FLT3-ITD + acute myeloid leukemia.,lncRNA DANCR,DANCR,stabilize,MAINTAINS,Stability,stability,FLT3-ITD + acute myeloid leukemia,LAML(Acute Myeloid Leukemia)
37060505.0,IGF2BP2 promotes lncRNA DANCR stability mediated glycolysis and affects the progression of FLT3-ITD + acute myeloid leukemia.,Stability,stability,mediate,AFFECTS,Glycolysis,glycolytic process,FLT3-ITD + acute myeloid leukemia,LAML(Acute Myeloid Leukemia)
37060505.0,IGF2BP2 promotes lncRNA DANCR stability mediated glycolysis and affects the progression of FLT3-ITD + acute myeloid leukemia.,Glycolysis,glycolytic process,affect,AFFECTS,Progression,progression,FLT3-ITD + acute myeloid leukemia,LAML(Acute Myeloid Leukemia)
,,,,,,,,,
37060562.0,YTHDF1 phase separation triggers the fate transition of spermatogonial stem cells by activating the IkappaB-NF-kappaB-CCND1 axis.,YTHDF1,YTHDF1,induce phase separation,induce phase separation,dummy,dummy,Spermatogonial Stem Cells,Spermatogonial Stem Cells
37060562.0,YTHDF1 phase separation triggers the fate transition of spermatogonial stem cells by activating the IkappaB-NF-kappaB-CCND1 axis.,dummy,dummy,trigger,CAUSES,fate transition,fate transition,Spermatogonial Stem Cells,Spermatogonial Stem Cells
37060562.0,YTHDF1 phase separation triggers the fate transition of spermatogonial stem cells by activating the IkappaB-NF-kappaB-CCND1 axis.,dummy,dummy,activate,STIMULATES,IkappaB-NF-kappaB-CCND1 axis,IkappaB-NF-kappaB-CCND1 axis,Spermatogonial Stem Cells,Spermatogonial Stem Cells
37060562.0,YTHDF1 phase separation triggers the fate transition of spermatogonial stem cells by activating the IkappaB-NF-kappaB-CCND1 axis.,IkappaB-NF-kappaB-CCND1 axis,IkappaB-NF-kappaB-CCND1 axis,regulate,AFFECTS,fate transition,fate transition,Spermatogonial Stem Cells,Spermatogonial Stem Cells
,,,,,,,,,
37061119.0,m6A-modification of cyclin D1 and c-myc IRESs in glioblastoma controls ITAF activity and resistance to mTOR inhibition.,m6A,m6A,modify,AFFECTS,cyclin D1,CCND1,Glioblastoma,GBM(Glioblastoma Multiforme)
37061119.0,m6A-modification of cyclin D1 and c-myc IRESs in glioblastoma controls ITAF activity and resistance to mTOR inhibition.,m6A,m6A,modify,AFFECTS,c-myc IRESs,c-myc IRESs,Glioblastoma,GBM(Glioblastoma Multiforme)
37061119.0,m6A-modification of cyclin D1 and c-myc IRESs in glioblastoma controls ITAF activity and resistance to mTOR inhibition.,cyclin D1,CCND1,control,AFFECTS,ITAF activity,ITAF activity,Glioblastoma,GBM(Glioblastoma Multiforme)
37061119.0,m6A-modification of cyclin D1 and c-myc IRESs in glioblastoma controls ITAF activity and resistance to mTOR inhibition.,cyclin D1,CCND1,control,AFFECTS,mTOR inhibition,mTOR inhibition,Glioblastoma,GBM(Glioblastoma Multiforme)
37061119.0,m6A-modification of cyclin D1 and c-myc IRESs in glioblastoma controls ITAF activity and resistance to mTOR inhibition.,c-myc IRESs,c-myc IRESs,control,AFFECTS,ITAF activity,ITAF activity,Glioblastoma,GBM(Glioblastoma Multiforme)
37061119.0,m6A-modification of cyclin D1 and c-myc IRESs in glioblastoma controls ITAF activity and resistance to mTOR inhibition.,c-myc IRESs,c-myc IRESs,control,AFFECTS,mTOR inhibition,mTOR inhibition,Glioblastoma,GBM(Glioblastoma Multiforme)
,,,,,,,,,
37061993.0,Metabolic reprogramming driven by IGF2BP3 promotes acquired resistance to EGFR inhibitors in non-small cell lung cancer.,IGF2BP3,IGF2BP3,drive,STIMULATES,Metabolic Reprogramming,Metabolic Reprogramming,Non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37061993.0,Metabolic reprogramming driven by IGF2BP3 promotes acquired resistance to EGFR inhibitors in non-small cell lung cancer.,Metabolic Reprogramming,Metabolic Reprogramming,promote,STIMULATES,Acquired Resistance,acquired resistance,Non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37061993.0,Metabolic reprogramming driven by IGF2BP3 promotes acquired resistance to EGFR inhibitors in non-small cell lung cancer.,Acquired Resistance,acquired resistance,is on,LOCATES,EGFR inhibitors,EC 2.7.10.1 (receptor protein-tyrosine kinase) inhibitor,Non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
,,,,,,,,,
37063837.0,LRPPRC facilitates tumor progression and immune evasion through upregulation of m6A modification of PD-L1 mRNA in hepatocellular carcinoma.,LRPPRC,LRPPRC,facilitate,AUGMENTS,Tumor Progression,Tumor Progression,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
37063837.0,LRPPRC facilitates tumor progression and immune evasion through upregulation of m6A modification of PD-L1 mRNA in hepatocellular carcinoma.,LRPPRC,LRPPRC,upregulate,STIMULATES,m6A,m6A,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
37063837.0,LRPPRC facilitates tumor progression and immune evasion through upregulation of m6A modification of PD-L1 mRNA in hepatocellular carcinoma.,m6A,m6A,is on,LOCATES,PD-L1 mRNA,PD-L1,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
37063837.0,LRPPRC facilitates tumor progression and immune evasion through upregulation of m6A modification of PD-L1 mRNA in hepatocellular carcinoma.,PD-L1 mRNA,PD-L1,facilitate,AUGMENTS,Tumor Progression,Tumor Progression,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
37063837.0,LRPPRC facilitates tumor progression and immune evasion through upregulation of m6A modification of PD-L1 mRNA in hepatocellular carcinoma.,PD-L1 mRNA,PD-L1,facilitate,AUGMENTS,Immune Evasion,Immune Evasion,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
37065597.0,YTHDC2-mediated m6A mRNA modification of Id3 suppresses cisplatin resistance in non-small cell lung cancer.,YTHDC2,YTHDC2,mediate,AFFECTS,m6A,m6A,Non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37065597.0,YTHDC2-mediated m6A mRNA modification of Id3 suppresses cisplatin resistance in non-small cell lung cancer.,m6A,m6A,modify,AFFECTS,Id3,ID3,Non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
37065597.0,YTHDC2-mediated m6A mRNA modification of Id3 suppresses cisplatin resistance in non-small cell lung cancer.,Id3,ID3,suppress,INHIBITS,cisplatin resistance,Cisplatin Resistance,Non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
,,,,,,,,,
37072102.0,The deficiency of N6-methyladenosine demethylase ALKBH5 enhances the neurodegenerative damage induced by cobalt.,ALKBH5,ALKBH5,enhance,AUGMENTS,neurodegenerative damage,neurodegenerative damage,Neurodegenerative Damage,Neurodegenerative Damage
37072102.0,The deficiency of N6-methyladenosine demethylase ALKBH5 enhances the neurodegenerative damage induced by cobalt.,cobalt,Cobalt,induce,CAUSES,neurodegenerative damage,neurodegenerative damage,Neurodegenerative Damage,Neurodegenerative Damage
,,,,,,,,,
37074506.0,FTO overexpression expedites wound healing and alleviates depression in burn rats through facilitating keratinocyte migration and angiogenesis via mediating TFPI-2 demethylation.,FTO,FTO,expedite,expedite,Wound Healing,wound healing,Burn Rats,Burn Rats
37074506.0,FTO overexpression expedites wound healing and alleviates depression in burn rats through facilitating keratinocyte migration and angiogenesis via mediating TFPI-2 demethylation.,FTO,FTO,alleviate,INHIBITS,Depression,Depression,Burn Rats,Burn Rats
37074506.0,FTO overexpression expedites wound healing and alleviates depression in burn rats through facilitating keratinocyte migration and angiogenesis via mediating TFPI-2 demethylation.,FTO,FTO,facilitate,AUGMENTS,Keratinocyte Migration,keratinocyte migration,Burn Rats,Burn Rats
37074506.0,FTO overexpression expedites wound healing and alleviates depression in burn rats through facilitating keratinocyte migration and angiogenesis via mediating TFPI-2 demethylation.,FTO,FTO,facilitate,AUGMENTS,Angiogenesis,angiogenesis,Burn Rats,Burn Rats
37074506.0,FTO overexpression expedites wound healing and alleviates depression in burn rats through facilitating keratinocyte migration and angiogenesis via mediating TFPI-2 demethylation.,FTO,FTO,mediate,AFFECTS,TFPI-2,TFPI2,Burn Rats,Burn Rats
37074506.0,FTO overexpression expedites wound healing and alleviates depression in burn rats through facilitating keratinocyte migration and angiogenesis via mediating TFPI-2 demethylation.,TFPI-2,TFPI2,regulate,AFFECTS,Keratinocyte Migration,keratinocyte migration,Burn Rats,Burn Rats
37074506.0,FTO overexpression expedites wound healing and alleviates depression in burn rats through facilitating keratinocyte migration and angiogenesis via mediating TFPI-2 demethylation.,TFPI-2,TFPI2,regulate,AFFECTS,Angiogenesis,angiogenesis,Burn Rats,Burn Rats
,,,,,,,,,
37076497.0,LncRNA UCA1 promotes keratinocyte-driven inflammation via suppressing METTL14 and activating the HIF-1alpha/NF-kappaB axis in psoriasis.,UCA1,UCA1,promote,STIMULATES,Keratinocyte-driven inflammation,Keratinocyte-driven inflammation,Psoriasis,Psoriasis
37076497.0,LncRNA UCA1 promotes keratinocyte-driven inflammation via suppressing METTL14 and activating the HIF-1alpha/NF-kappaB axis in psoriasis.,UCA1,UCA1,suppress,INHIBITS,METTL14,METTL14,Psoriasis,Psoriasis
37076497.0,LncRNA UCA1 promotes keratinocyte-driven inflammation via suppressing METTL14 and activating the HIF-1alpha/NF-kappaB axis in psoriasis.,UCA1,UCA1,activate,STIMULATES,HIF-1alpha/NF-kappaB axis,HIF-1alpha/NF-kappaB axis,Psoriasis,Psoriasis
37076497.0,LncRNA UCA1 promotes keratinocyte-driven inflammation via suppressing METTL14 and activating the HIF-1alpha/NF-kappaB axis in psoriasis.,METTL14,METTL14,regulate,AFFECTS,Keratinocyte-driven inflammation,Keratinocyte-driven inflammation,Psoriasis,Psoriasis
37076497.0,LncRNA UCA1 promotes keratinocyte-driven inflammation via suppressing METTL14 and activating the HIF-1alpha/NF-kappaB axis in psoriasis.,HIF-1alpha/NF-kappaB axis,HIF-1alpha/NF-kappaB axis,regulate,AFFECTS,Keratinocyte-driven inflammation,Keratinocyte-driven inflammation,Psoriasis,Psoriasis
,,,,,,,,,
37076815.0,KIAA1429-mediated m6A modification of CHST11 promotes progression of diffuse large B-cell lymphoma by regulating Hippo-YAP pathway.,KIAA1429,VIRMA,modify,AFFECTS,m6A,m6A,Diffuse Large B-cell Lymphoma,DLBC(Lymphoid Neoplasm Diffuse Large B-cell Lymphoma)
37076815.0,KIAA1429-mediated m6A modification of CHST11 promotes progression of diffuse large B-cell lymphoma by regulating Hippo-YAP pathway.,m6A,m6A,is on,LOCATES,CHST11,CHST11,Diffuse Large B-cell Lymphoma,DLBC(Lymphoid Neoplasm Diffuse Large B-cell Lymphoma)
37076815.0,KIAA1429-mediated m6A modification of CHST11 promotes progression of diffuse large B-cell lymphoma by regulating Hippo-YAP pathway.,CHST11,CHST11,promote,STIMULATES,Progression,progression,Diffuse Large B-cell Lymphoma,DLBC(Lymphoid Neoplasm Diffuse Large B-cell Lymphoma)
37076815.0,KIAA1429-mediated m6A modification of CHST11 promotes progression of diffuse large B-cell lymphoma by regulating Hippo-YAP pathway.,CHST11,CHST11,regulate,AFFECTS,Hippo-YAP pathway,Hippo-YAP pathway,Diffuse Large B-cell Lymphoma,DLBC(Lymphoid Neoplasm Diffuse Large B-cell Lymphoma)
37076815.0,KIAA1429-mediated m6A modification of CHST11 promotes progression of diffuse large B-cell lymphoma by regulating Hippo-YAP pathway.,Hippo-YAP pathway,Hippo-YAP pathway,regulate,AFFECTS,Progression,progression,Diffuse Large B-cell Lymphoma,DLBC(Lymphoid Neoplasm Diffuse Large B-cell Lymphoma)
,,,,,,,,,
