"","pmid","title"
"4894","36111643","Inhibition of METTL5 improves preimplantation development of mouse somatic cell nuclear transfer embryos."
"4897","36113565","Adenosine N6-methylation upregulates the expression of human CYP2B6 by altering the chromatin status."
"4901","36113831","IGF2BP2 promotes the progression of ovarian endometriosis by regulating m6A-modified MEIS2 and GATA6."
"4908","36114749","METTL3 mediated m6 A mRNA contributes to the resistance of carbon-ion radiotherapy in non-small cell lung cancer."
"4911","36114757","m6A modification-mediated lncRNA TP53TG1 inhibits gastric cancer progression by regulating CIP2A stability."
"4916","36114893","METTL3 dual regulation of the stability of LINC00662 and VEGFA RNAs promotes colorectal cancer angiogenesis."
"4921","36118827","MicroRNA-1306-5p Regulates the METTL14-Guided m6A Methylation to Repress Acute Myeloid Leukemia."
"4926","36123390","YAP 5-methylcytosine modification increases its mRNA stability and promotes the transcription of exosome secretion-related genes in lung adenocarcinoma."
"4931","36127319","N6-methyladenosine modification of circ_0003215 suppresses the pentose phosphate pathway and malignancy of colorectal cancer through the miR-663b/DLG4/G6PD axis."
"4938","36127411","m6A-modified circFOXK2 targets GLUT1 to accelerate oral squamous cell carcinoma aerobic glycolysis."
"4943","36138131","METTL16 antagonizes MRE11-mediated DNA end resection and confers synthetic lethality to PARP inhibition in pancreatic ductal adenocarcinoma."
"4949","36147665","RBM15 condensates modulate m6A modification of STYK1 to promote tumorigenesis."
"4954","36149370","Reduced N6-methyladenosine mediated by METTL3 acetylation promotes MTF1 expression and hepatocellular carcinoma cell growth."
"4959","36154586","WTAP mediated the N6-methyladenosine modification of PDK4 to regulate the malignant behaviors of colorectal cancer cells in vitro and in vivo."
"4963","36163017","Long-term exercise training down-regulates m6A RNA demethylase FTO expression in the hippocampus and hypothalamus: an effective intervention for epigenetic modification."
"4966","36167542","METTL3 suppresses anlotinib sensitivity by regulating m6A modification of FGFR3 in oral squamous cell carcinoma."
"4971","36168624","m6A-induced lncDBET promotes the malignant progression of bladder cancer through FABP5-mediated lipid metabolism."
"4977","36168628","The N6-methyladenosine-mediated lncRNA WEE2-AS1 promotes glioblastoma progression by stabilizing RPN2."
"4982","36016928","The cytoplasmic LSm1-7 and nuclear LSm2-8 complexes exert opposite effects on Hepatitis B virus biosynthesis and interferon responses."
"4987","36027936","N6-methyladenosine-mediated upregulation of LINC00520 accelerates breast cancer progression via regulating miR-577/POSTN axis and downstream ILK/AKT/mTOR signaling pathway."
"4993","36030434","Wilms tumor 1 associated protein promotes epithelial mesenchymal transition of gastric cancer cells by accelerating TGF-beta and enhances chemoradiotherapy resistance."
"4999","36030651","IGF2BP3-NRF2 axis regulates ferroptosis in hepatocellular carcinoma."
"5001","36035179","SETD2 regulates gene transcription patterns and is associated with radiosensitivity in lung adenocarcinoma."
"5004","36040683","Methyltransferase-like 3 (METTL3) mediated N6-methyladenosine (m6A) modifications facilitate mir-25-3p maturation to promote gastrointestinal stromal tumors (GISTs) progression."
"5009","36044854","RBM45 is an m6A-binding protein that affects neuronal differentiation and the splicing of a subset of mRNAs."
"5013","36058192","The m6A demethylase FTO promotes renal epithelial-mesenchymal transition by reducing the m6A modification of lncRNA GAS5."
"5018","36058761","Quercetin ameliorated insulin resistance via regulating METTL3-mediated N6-methyladenosine modification of PRKD2 mRNA in skeletal muscle and C2C12 myocyte cell line."
"5024","36058919","Increased expression of METTL3 in pancreatic cancer tissues associates with poor survival of the patients."
"5027","36064747","CPEB2 m6A methylation regulates blood-tumor barrier permeability by regulating splicing factor SRSF5 stability."
"5032","36068012","METTL3 contributes to slow transit constipation by regulating miR-30b-5p/PIK3R2/Akt/mTOR signaling cascade through DGCR8."
"5039","36069931","ALKBH5-mediated m6A demethylation of GLUT4 mRNA promotes glycolysis and resistance to HER2-targeted therapy in breast cancer."
"5044","36070054","ALKBH5 inhibits thyroid cancer progression by promoting ferroptosis through TIAM1-Nrf2/HO-1 axis."
"5049","36074102","TFAP4 activates IGF2BP1 and promotes progression of non-small cell lung cancer by stabilizing TK1 expression through m6A modification."
"5055","36074324","METTL3 m6A-dependently promotes miR-21-5p maturation to accelerate choriocarcinoma progression via the HIF1AN-induced inactivation of the HIF1A/VEGF pathway."
"5061","36075458","E6E7 regulates the HK2 expression in cervical cancer via GSK3beta/FTO signal."
"5065","36077054","RNA Editing Enzyme ADAR1 Regulates METTL3 in an Editing Dependent Manner to Promote Breast Cancer Progression via METTL3/ARHGAP5/YTHDF1 Axis."
"5069","36084732","FTO/RUNX2 signaling axis promotes cementoblast differentiation under normal and inflammatory condition."
"5071","36086906","1m6A-modified HOTAIRM1 promotes vasculogenic mimicry formation in glioma."
"5074","36087219","METTL3 promotes m6A hypermethylation of RBM14 via YTHDF1 leading to the progression of hepatocellular carcinoma."
"5079","36094741","Nuclear m6 A reader YTHDC1 suppresses proximal alternative polyadenylation sites by interfering with the 3' processing machinery."
"5084","35941702","N6-methyladenosine-mediated CELF2 regulates CD44 alternative splicing affecting tumorigenesis via ERAD pathway in pancreatic cancer."
"5090","35945194","Down-regulated m6A reader FTO destabilizes PHF1 that triggers enhanced stemness capacity and tumor progression in lung adenocarcinoma."
"5095","35947961","Mettl14-driven senescence-associated secretory phenotype facilitates somatic cell reprogramming."
"5098","35949109","m6A modification-mediated BATF2 suppresses metastasis and angiogenesis of tongue squamous cell carcinoma through inhibiting VEGFA."
"5105","35961540","Cromolyn chitosan nanoparticles reverse the DNA methylation of RASSF1A and p16 genes and mitigate DNMT1 and METTL3 expression in breast cancer cell line and tumor xenograft model in mice."
"5115","35961973","FTO promotes clear cell renal cell carcinoma progression via upregulation of PDK1 through an m6A dependent pathway."
"5120","35965785","The m6A methyltransferase WTAP plays a key role in the development of diffuse large B-cell lymphoma via regulating the m6A modification of catenin beta 1."
"5125","35966596","RNA N6 -methyladenosine reader YTHDC1 is essential for TGF-beta-mediated metastasis of triple negative breast cancer."
"5128","35971034","m6A mRNA methylation regulates the ERK/NF-kappaB/AKT signaling pathway through the PAPPA/IGFBP4 axis to promote proliferation and tumor formation in endometrial cancer."
"5134","35972892","METTL3-induced DLGAP1-AS2 promotes non-small cell lung cancer tumorigenesis through m6A/c-Myc-dependent aerobic glycolysis."
"5139","35974388","YTHDC1 is downregulated by the YY1/HDAC2 complex and controls the sensitivity of ccRCC to sunitinib by targeting the ANXA1-MAPK pathway."
"5144","35977935","m6A RNA methylation-mediated NDUFA4 promotes cell proliferation and metabolism in gastric cancer."
"5149","35978821","ELAVL1 promotes prostate cancer progression by interacting with other m6A regulators."
"5152","35979628","N6-methyladenosine demethylase ALKBH5 suppresses colorectal cancer progression potentially by decreasing PHF20 mRNA methylation."
"5157","35981698","Mettl3 regulates hypertrophic differentiation of chondrocytes through modulating Dmp1 mRNA via Ythdf1-mediated m6A modification."
"5162","35982895","ALKBH5/MAP3K8 axis regulates PD-L1+ macrophage infiltration and promotes hepatocellular carcinoma progression."
"5165","35982900","The m6A-induced lncRNA CASC8 promotes proliferation and chemoresistance via upregulation of hnRNPL in esophageal squamous cell carcinoma."
"5172","35985439","METTL3 promotes the growth and metastasis of pancreatic cancer by regulating the m6A modification and stability of E2F5."
"5180","35985997","METTL3 promotes prostatic hyperplasia by regulating PTEN expression in an m6A-YTHDF2-dependent manner."
"5185","35986274","Hypoxia-induced lncRNA STEAP3-AS1 activates Wnt/beta-catenin signaling to promote colorectal cancer progression by preventing m6A-mediated degradation of STEAP3 mRNA."
"5192","35987159","Melatonin enhances spermatogonia activity through promoting KIAA1429-mediated m6A deposition to activate the PI3K/AKT signaling."
"5198","35987795","METTL3 potentiates progression of cervical cancer by suppressing ER stress via regulating m6A modification of TXNDC5 mRNA."
"5204","35992092","Targeting HOTAIRM1 ameliorates glioblastoma by disrupting mitochondrial oxidative phosphorylation and serine metabolism."
"5210","35996844","METTL3 enhances PNN mRNA stability through m6A modification to augment tumorigenesis of colon adenocarcinoma."
"5215","36004481","Oxymatrine suppresses oral squamous cell carcinoma progression by suppressing CXC chemokine receptor 4 in an m6A modification decrease dependent manner."
"5220","36008805","METTL3 promotes non-small cell lung cancer (NSCLC) cell proliferation and colony formation in a m6A-YTHDF1 dependent way."
"5227","36009021","YTHDF3 Is Involved in the Diapause Process of Bivoltine Bombyx mori Strains by Regulating the Expression of Cyp307a1 and Cyp18a1 Genes in the Ecdysone Synthesis Pathway."
"5233","35852867","RP11-552D4.1: a novel m6a-related LncRNA associated with immune status in glioblastoma."
"5236","35853000","Alternative splicing of METTL3 explains apparently METTL3-independent m6A modifications in mRNA."
"5239","35857761","Enzymes flying under the radar: Cryptic METTL3 can persist in knockout cells."
"5241","35864150","The N6-methyladenosine writer WTAP contributes to the induction of immune tolerance post kidney transplantation by targeting regulatory T cells."
"5245","35867754","RNA m1A methylation regulates glycolysis of cancer cells through modulating ATP5D."
"5249","35869392","PLAA suppresses ovarian cancer metastasis via METTL3-mediated m6A modification of TRPC3 mRNA."
"5255","35869629","Mmu-LncRNA 121686/hsa-lncRNA 520657 induced by METTL3 drive the progression of AKI by targeting miR-328-5p /HtrA3 signaling axis."
"5264","35871232","N6-Methyladenosine-modified lncRNA LINREP promotes Glioblastoma progression by recruiting the PTBP1/HuR complex."
"5268","35878734","N6-methyladenosine demethylase FTO regulates inflammatory cytokine secretion and tight junctions in retinal pigment epithelium cells."
"5271","35880837","WWP2 overexpression inhibits the antitumor effects of doxorubicin in hepatocellular carcinoma."
"5274","35902569","m6A methyltransferase METTL3-induced lncRNA SNHG17 promotes lung adenocarcinoma gefitinib resistance by epigenetically repressing LATS2 expression."
"5279","35904284","FTO promoted adipocyte differentiation by regulating ADRB1 gene through m6A modification in Hycole rabbits."
"5285","35908253","IGF2BP2 promotes pancreatic carcinoma progression by enhancing the stability of B3GNT6 mRNA via m6A methylation."
"5291","35916787","Retraction Note: METTL3 promotes the progression of nasopharyngeal carcinoma through mediating M6A modification of EZH2."
"5296","35923112","The m6A methyltransferase Mettl3 deficiency attenuates hepatic stellate cell activation and liver fibrosis."
"5299","35926466","METTL14-dependent m6A modification controls iNKT cell development and function."
"5303","35927451","METTL3 preferentially enhances non-m6A translation of epigenetic factors and promotes tumourigenesis."
"5307","35930768","Cap-independent translation of GPLD1 enhances markers of brain health in long-lived mutant and drug-treated mice."
"5310","35931692","Mettl3-mediated mRNA m6A modification controls postnatal liver development by modulating the transcription factor Hnf4a."
"5315","35933406","Intermittent hypoxia-induced METTL3 downregulation facilitates MGLL-mediated lipolysis of adipocytes in OSAS."
"5319","35934316","The S. cerevisiae m6A-reader Pho92 promotes timely meiotic recombination by controlling key methylated transcripts."
"5324","35936005","METTL3 inhibits inflammation of retinal pigment epithelium cells by regulating NR2F1 in an m6A-dependent manner."
"5329","35939687","RNA m6A demethylase ALKBH5 regulates the development of gammadelta T cells."
"5332","35764614","m6A demethylase ALKBH5 is required for antibacterial innate defense by intrinsic motivation of neutrophil migration."
"5336","35773310","N(6)-methyladenosine methylation-regulated polo-like kinase 1 cell cycle homeostasis as a potential target of radiotherapy in pancreatic adenocarcinoma."
"5340","35774226","METTL3-Mediated m6A RNA Methylation of ZBTB4 Interferes With Trophoblast Invasion and Maybe Involved in RSA."
"5344","35779442","The m6A reader YTHDF3-mediated PRDX3 translation alleviates liver fibrosis."
"5349","35780619","The methyltransferase METTL3-mediated fatty acid metabolism revealed the mechanism of cinnamaldehyde on alleviating steatosis."
"5353","35794111","Substrates of the m6A demethylase FTO: FTO-LINE1 RNA axis regulates chromatin state in mESCs."
"5356","35794583","The methyltransferase METTL3 promotes tumorigenesis via mediating HHLA2 mRNA m6A modification in human renal cell carcinoma."
"5361","35798250","SHMT2 promotes the tumorigenesis of renal cell carcinoma by regulating the m6A modification of PPAT."
"5366","35798874","TTC22 promotes m6A-mediated WTAP expression and colon cancer metastasis in an RPL4 binding-dependent pattern."
"5371","35799597","ALKBH5 inhibits TNF-alpha-induced apoptosis of HUVECs through Bcl-2 pathway."
"5376","35804542","FTO Regulates Apoptosis in CPB2-Treated IPEC-J2 Cells by Targeting Caspase 3 Apoptotic Protein."
"5380","35810559","METTL14-mediated epitranscriptome modification of MN1 mRNA promote tumorigenicity and all-trans-retinoic acid resistance in osteosarcoma."
"5384","35813476","Integrative Analyses of m6A Regulators Identify that METTL3 is Associated with HPV Status and Immunosuppressive Microenvironment in HPV-related Cancers."
"5388","35816995","Isoliquiritigenin inhibits non-small cell lung cancer progression via m6A/IGF2BP3-dependent TWIST1 mRNA stabilization."
"5393","35832094","N6-methyladenosine-mediated LDHA induction potentiates chemoresistance of colorectal cancer cells through metabolic reprogramming."
"5398","35836108","METTL3 mediates Ang-II-induced cardiac hypertrophy through accelerating pri-miR-221/222 maturation in an m6A-dependent manner."
"5403","35836137","Anesthetic propofol enhances cisplatin-sensitivity of non-small cell lung cancer cells through N6-methyladenosine-dependently regulating the miR-486-5p/RAP1-NF-kappaB axis."
"5408","35839979","FTO-dependent N(6)-Methyladenosine regulates the progression of endometriosis via the ATG5/PKM2 Axis."
"5413","35840562","N6-methyladenosine (m6A) methyltransferase METTL3 regulates sepsis-induced myocardial injury through IGF2BP1/HDAC4 dependent manner."
"5418","35840930","Circular RNA circPOLR2A promotes clear cell renal cell carcinoma progression by facilitating the UBE3C-induced ubiquitination of PEBP1 and, thereby, activating the ERK signaling pathway."
"5425","35842714","Extracellular vesicles derived from human umbilical cord mesenchymal stem cells alleviate osteoarthritis of the knee in mice model by interacting with METTL3 to reduce m6A of NLRP3 in macrophage."
"5432","35681299","METTL3 Regulated the Meat Quality of Rex Rabbits by Controlling PCK2 Expression via a YTHDF2-N6-Methyladenosine Axis."
"5437","35687301","MSC Promotes the Secretion of Exosomal miR-34a-5p and Improve Intestinal Barrier Function Through METTL3-Mediated Pre-miR-34A m6A Modification."
"5444","35689537","RNA demethylase ALKBH5 regulates hypopharyngeal squamous cell carcinoma ferroptosis by posttranscriptionally activating NFE2L2/NRF2 in an m6 A-IGF2BP2-dependent manner."
"5450","35696608","YTHDF2 promotes intrahepatic cholangiocarcinoma progression and desensitises cisplatin treatment by increasing CDKN1B mRNA degradation."
"5455","35698136","Mettl14-mediated m6A modification is essential for visual function and retinal photoreceptor survival."
"5459","35700773","METTL3 inhibits anti-tumor immunity by targeting m6A-BHLHE41-CXCL1/CXCR2 axis to promote colorectal cancer."
"5463","35711823","LncRNA AC098934 promotes proliferation and invasion in lung adenocarcinoma cells by combining METTL3 and m6A modifications."
"5472","35714699","CircFAT1 regulates retinal pigment epithelial cell pyroptosis and autophagy via mediating m6A reader protein YTHDF2 expression in diabetic retinopathy."
"5477","35717715","m6A methyltransferase METTL3 participated in sympathetic neural remodeling post-MI via the TRAF6/NF-kappaB pathway and ROS production."
"5483","35718042","Methyltransferase-like 3 leads to lung injury by up-regulation of interleukin 24 through N6-methyladenosine-dependent mRNA stability and translation efficiency in mice exposed to fine particulate matter 2.5."
"5489","35724807","Hypoxia induced ALKBH5 prevents spontaneous abortion by mediating m6A-demethylation of SMAD1/5 mRNAs."
"5495","35730068","Gene amplification-driven RNA methyltransferase KIAA1429 promotes tumorigenesis by regulating BTG2 via m6A-YTHDF2-dependent in lung adenocarcinoma."
"5501","35733354","N6 -methyladenosine-modified circRNA RERE modulates osteoarthritis by regulating beta-catenin ubiquitination and degradation."
"5506","35749893","Fine particulate matter induces METTL3-mediated m6A modification of BIRC5 mRNA in bladder cancer."
"5510","35752056","METTL3 plays a crucial function in multiple biological processes."
"5512","35758042","Ibuprofen promotes p75 neurotrophin receptor expression through modifying promoter methylation and N6-methyladenosine-RNA-methylation in human gastric cancer cells."
"5518","35758158","N(6)-methyladenosine-mediated miR-380-3p maturation and upregulation promotes cancer aggressiveness in pancreatic cancer."
"5522","35758287","Methyltransferase-like 3 silenced inhibited the ferroptosis development via regulating the glutathione peroxidase 4 levels in the intracerebral hemorrhage progression."
"5526","35759451","METTL3-mediated m6A modification promotes processing and maturation of pri-miRNA-19a to facilitate nasopharyngeal carcinoma cell proliferation and invasion."
"5533","35761379","Tumor-suppressive MEG3 induces microRNA-493-5p expression to reduce arabinocytosine chemoresistance of acute myeloid leukemia cells by downregulating the METTL3/MYC axis."
"5539","35763110","N6-methyladenosine (m6A) reader IGF2BP2 stabilizes HK2 stability to accelerate the Warburg effect of oral squamous cell carcinoma progression."
"5543","35581183","METTL3-mediated m6A RNA methylation regulates dorsal lingual epithelium homeostasis."
"5546","35582627","YTHDF2 promotes temozolomide resistance in glioblastoma by activation of the Akt and NF-kappaB signalling pathways via inhibiting EPHB3 and TNFAIP3."
"5554","35583059","[Lipopolysaccharide induces inflammation and up-regulates the expression of methyltransferase-like 3 (METTL3) and METTL14 in human and mouse intestinal epithelial cells]."
"5558","35592497","Retraction Notice to: YTHDF1 Facilitates the Progression of Hepatocellular Carcinoma by Promoting FZD5 mRNA Translation in an m6A-Dependent Manner."
"5564","35592502","Retraction Notice to: m6A demethylase FTO suppresses pancreatic cancer tumorigenesis by demethylating PJA2 and inhibiting Wnt signaling."
"5569","35595748","m6A methylated EphA2 and VEGFA through IGF2BP2/3 regulation promotes vasculogenic mimicry in colorectal cancer via PI3K/AKT and ERK1/2 signaling."
"5580","35596159","METTL16 promotes hepatocellular carcinoma progression through downregulating RAB11B-AS1 in an m6A-dependent manner."
"5585","35596790","RPL38 knockdown inhibits the inflammation and apoptosis in chondrocytes through regulating METTL3-mediated SOCS2 m6A modification in osteoarthritis."
"5593","35597169","Upregulation of METTL14 contributes to trophoblast dysfunction by elevating FOXO3a expression in an m6A-dependent manner."
"5599","35598196","Mettl14 mediates the inflammatory response of macrophages in atherosclerosis through the NF-kappaB/IL-6 signaling pathway."
"5603","35613576","UPF1 adds an m6A feather to its (de)cap."
"5605","35613594","UPF1 promotes rapid degradation of m6A-containing RNAs."
"5607","35614315","Nsun4 and Mettl3 mediated translational reprogramming of Sox9 promotes BMSC chondrogenic differentiation."
"5612","35637959","METTL3 promotes cell cycle progression via m6A/YTHDF1-dependent regulation of CDC25B translation."
"5617","35638109","DARS-AS1 recruits METTL3/METTL14 to bind and enhance DARS mRNA m6A modification and translation for cytoprotective autophagy in cervical cancer."
"5626","35639481","Specific recognition between YTHDF3 and m6 A-modified RNA: An all-atom molecular dynamics simulation study."
"5628","35639638","Mettl3 downregulation in germinal vesicle oocytes inhibits mRNA decay and the 1st polar body extrusion during maturation."
"5633","35649302","RNA m6A reader YTHDF1 facilitates inflammation via enhancing NLRP3 translation."
"5637","35650605","circPDE5A regulates prostate cancer metastasis via controlling WTAP-dependent N6-methyladenisine methylation of EIF3C mRNA."
"5643","35660571","Enterovirus 71 VP1 promotes 5-HT release by upregulating the expression of ERICH3 and methyltransferase ZC3H13."
"5649","35678231","ZNF677 suppresses renal cell carcinoma progression through N6-methyladenosine and transcriptional repression of CDKN3."
"5654","35502895","METTL3 promotes homologous recombination repair and modulates chemotherapeutic response in breast cancer by regulating the EGF/RAD51 axis."
"5659","35503144","p53 m6A modulation sensitizes hepatocellular carcinoma to apatinib through apoptosis."
"5665","35504087","N6-methyladenosine RNA demethylase ALKBH5 is testis-specifically downregulated in hybrid male sterile dzo and is a target gene of bta-miR-200a."
"5667","35507004","Anti-HIV drug elvitegravir suppresses cancer metastasis via increased proteasomal degradation of m6A methyltransferase METTL3."
"5672","35508474","YTHDF1 alleviates sepsis by upregulating WWP1 to induce NLRP3 ubiquitination and inhibit caspase-1-dependent pyroptosis."
"5677","35509101","SRSF9 promotes colorectal cancer progression via stabilizing DSN1 mRNA in an m6A-related manner."
"5682","35511947","FTO mediates LINE1 m6A demethylation and chromatin regulation in mESCs and mouse development."
"5685","35524319","M6A-mediated upregulation of circMDK promotes tumorigenesis and acts as a nanotherapeutic target in hepatocellular carcinoma."
"5688","35524932","FTO mediated ERBB2 demethylation promotes tumor progression in esophageal squamous cell carcinoma cells."
"5691","35526051","PA2G4 promotes the metastasis of hepatocellular carcinoma by stabilizing FYN mRNA in a YTHDF2-dependent manner."
"5696","35530959","Downregulated ALKBH5 contributes to myocardial ischemia/reperfusion injury by increasing m6A modification of Trio mRNA."
"5701","35538475","N6-methyladenosine-modified TRAF1 promotes sunitinib resistance by regulating apoptosis and angiogenesis in a METTL14-dependent manner in renal cell carcinoma."
"5709","35541914","RNA methylation-mediated LINC01559 suppresses colorectal cancer progression by regulating the miR-106b-5p/PTEN axis."
"5714","35545048","SRSF3-mediated regulation of N6-methyladenosine modification-related lncRNA ANRIL splicing promotes resistance of pancreatic cancer to gemcitabine."
"5718","35546050","N6-methyladenosine methyltransferase KIAA1429 elevates colorectal cancer aerobic glycolysis via HK2-dependent manner."
"5722","35552718","ALKBH5 regulates somatic cell reprogramming in a phase specific manner."
"5724","35562334","N6-methyladenosine regulated FGFR4 attenuates ferroptotic cell death in recalcitrant HER2-positive breast cancer."
"5727","35567945","METTL3 promotes colorectal cancer metastasis by stabilizing PLAU mRNA in an m6A-dependent manner."
"5732","35568876","m6A demethylase FTO promotes tumor progression via regulation of lipid metabolism in esophageal cancer."
"5737","35572575","m6A Reader Igf2bp1 Regulates the Inflammatory Responses of Microglia by Stabilizing Gbp11 and Cp mRNAs."
"5744","35573410","MEF2C Expression Is Regulated by the Post-transcriptional Activation of the METTL3-m6A-YTHDF1 Axis in Myoblast Differentiation."
"5749","35579750","Bioactive peptide inhibits acute myeloid leukemia cell proliferation by downregulating ALKBH5-mediated m6A demethylation of EIF4EBP1 and MLST8 mRNA."
"5757","35580525","SIAH1 promotes senescence and apoptosis of nucleus pulposus cells to exacerbate disc degeneration through ubiquitinating XIAP."
"5764","35404184","m6A RNA demethylase FTO promotes the growth, migration and invasion of pancreatic cancer cells through inhibiting TFPI-2."
"5772","35405116","METTL3-stabilized lncRNA SNHG7 accelerates glycolysis in prostate cancer via SRSF1/c-Myc axis."
"5777","35406777","5-Azacytidine Inhibits the Activation of Senescence Program and Promotes Cytotoxic Autophagy during Trdmt1-Mediated Oxidative Stress Response in Insulinoma beta-TC-6 Cells."
"5783","35413135","METTL3 promotes prostate cancer progression by regulating miR-182 maturation in m6A-dependent manner."
"5788","35414790","ALKBH5 Promotes Multiple Myeloma Tumorigenicity through inducing m6A-demethylation of SAV1 mRNA and Myeloma Stem Cell Phenotype."
"5794","35417191","Inhibition of METTL3 attenuates renal injury and inflammation by alleviating TAB3 m6A modifications via IGF2BP2-dependent mechanisms."
"5802","35418191","SMAD3 and FTO are involved in miR-5581-3p-mediated inhibition of cell migration and proliferation in bladder cancer."
"5807","35422475","RNA N6-methyladenosine demethylase FTO promotes pancreatic cancer progression by inducing the autocrine activity of PDGFC in an m6A-YTHDF2-dependent manner."
"5813","35433957","Increased m6A modification of lncRNA DBH-AS1 suppresses pancreatic cancer growth and gemcitabine resistance via the miR-3163/USP44 axis."
"5821","35434840","METTL3 Promotes the Progression of Lung Cancer via Activating PI3K/AKT/mTOR Pathway."
"5825","35436474","Exenatide ameliorates hydrogen peroxide-induced pancreatic beta-cell apoptosis through regulation of METTL3-mediated m6A methylation."
"5830","35438468","Lipopolysaccharide facilitates immune escape of hepatocellular carcinoma cells via m6A modification of lncRNA MIR155HG to upregulate PD-L1 expression."
"5837","35443090","Resina Draconis extract exerts anti-HCC effects through METTL3-m6A-Survivin axis."
"5841","35446451","The ""m6A writer"" METTL3 and the ""m6A reader"" IGF2BP2 regulate cutaneous T-cell lymphomas (CTCL) progression via CDKN2A."
"5847","35451955","A functional screen of RNA binding proteins identifies genes that promote or limit the accumulation of CD138+ plasma cells."
"5849","35461899","METTL3 mediates osteoblast apoptosis by regulating endoplasmic reticulum stress during LPS-induced inflammation."
"5853","35467477","Exosome-transmitted circVMP1 facilitates the progression and cisplatin resistance of non-small cell lung cancer by targeting miR-524-5p-METTL3/SOX2 axis."
"5860","35474040","Molecular mechanism of m6A methylation of circDLC1 mediated by RNA methyltransferase METTL3 in the malignant proliferation of glioma cells."
"5865","35480861","Yes-associated protein contributes to magnesium alloy-derivedinflammation in endothelial cells."
"5868","35489084","YTHDF2 interference suppresses the EMT of cervical cancer cells and enhances cisplatin chemosensitivity by regulating AXIN1."
"5874","35489385","N6-methyladenosine (m6A) reader IGF2BP1 accelerates gastric cancer aerobic glycolysis in c-Myc-dependent manner."
"5879","35490460","ALKBH5 regulates STAT3 activity to affect the proliferation and tumorigenicity of osteosarcoma via an m6A-YTHDF2-dependent manner."
"5884","35499052","Hypoxia inducible lncRNA-CBSLR modulates ferroptosis through m6A-YTHDF2-dependent modulation of CBS in gastric cancer."
"5889","35501316","N6-methyladenosine (m6A) methyltransferase METTL3-mediated LINC00680 accelerates osteoarthritis through m6A/SIRT1 manner."
"5894","35501461","Insufficient ablation induces E3-ligase Nedd4 to promote hepatocellular carcinoma progression by tuning TGF-beta signaling."
"5900","35502827","N6-methyladenosine (m6A) reader IGF2BP2 promotes gastric cancer progression via targeting SIRT1."
"5904","35319018","YTHDF1 upregulation mediates hypoxia-dependent breast cancer growth and metastasis through regulating PKM2 to affect glycolysis."
"5909","35320754","Lactylation-driven METTL3-mediated RNA m6A modification promotes immunosuppression of tumor-infiltrating myeloid cells."
"5914","35333330","Mechanisms of substrate recognition and N6-methyladenosine demethylation revealed by crystal structures of ALKBH5-RNA complexes."
"5917","35333576","m6A mRNA modification maintains colonic epithelial cell homeostasis via NF-kappaB-mediated antiapoptotic pathway."
"5922","35339477","CircRNA CDR1as promotes cardiomyocyte apoptosis through activating hippo signaling pathway in diabetic cardiomyopathy."
"5926","35340126","m6A hypomethylation of DNMT3B regulated by ALKBH5 promotes intervertebral disc degeneration via E4F1 deficiency."
"5932","35346372","MIR210HG promotes breast cancer progression by IGF2BP1 mediated m6A modification."
"5937","35351467","METTL3 promotes proliferation and myogenic differentiation through m6A RNA methylation/YTHDF1/2 signaling axis in myoblasts."
"5943","35354439","METTL3 enhances NSD2 mRNA stability to reduce renal impairment and interstitial fibrosis in mice with diabetic nephropathy."
"5947","35354789","METTL14 promotes prostate tumorigenesis by inhibiting THBS1 via an m6A-YTHDF2-dependent mechanism."
"5952","35356854","N6-methyladenosine methyltransferase WTAP-stabilized FOXD2-AS1 promotes the osteosarcoma progression through m6A/FOXM1 axis."
"5958","35356881","[METTL14 promotes the proliferation and migration of cervical cancer cells by up-regulating m6A Myc expression]."
"5965","35357550","LncRNA NEAT1 sponges miR-214 to promoted tumor growth in hepatocellular carcinoma."
"5969","35359726","Vitamin D3 Suppresses Human Cytomegalovirus-Induced Vascular Endothelial Apoptosis via Rectification of Paradoxical m6A Modification of Mitochondrial Calcium Uniporter mRNA, Which Is Regulated by METTL3 and YTHDF3."
"5976","35361747","Nuclear Aurora kinase A switches m6A reader YTHDC1 to enhance an oncogenic RNA splicing of tumor suppressor RBM4."
"5981","35364458","HNRNPA2B1 inhibited SFRP2 and activated Wnt-beta/catenin via m6A-mediated miR-106b-5p processing to aggravate stemness in lung adenocarcinoma."
"5987","35365563","Mettl14-Mediated m6A Modification Is Essential for Germinal Center B Cell Response."
"5990","35368867","Dietary Phytochemicals Targeting Nrf2 to Enhance the Radiosensitivity of Cancer."
"5993","35378463","Novel electrochemical immunosensor for O6-methylguanine-DNA methyltransferase gene methylation based on graphene oxide-magnetic nanoparticles-beta-cyclodextrin nanocomposite."
"5996","35381326","Epigenetic activation of RBM15 promotes clear cell renal cell carcinoma growth, metastasis and macrophage infiltration by regulating the m6A modification of CXCL11."
"6006","35383152","The lncRNA MIAT regulates CPT-1a mediated cardiac hypertrophy through m6A RNA methylation reading protein Ythdf2."
"6010","35395767","The m6A demethylase ALKBH5 promotes tumor progression by inhibiting RIG-I expression and interferon alpha production through the IKKepsilon/TBK1/IRF3 pathway in head and neck squamous cell carcinoma."
"6017","35396379","METTL3 stabilizes HDAC5 mRNA in an m6A-dependent manner to facilitate malignant proliferation of osteosarcoma cells."
